RECORD_TYPE,RECORD_ID,DATESTAMP,TRANSACTION_TYPE,DISCOUNT_CODE,D_PRODUCT,MSG_ID,VOLUME_UNIT_TYPE,VOLUME_UNITS,ACCESS_ID,PROFILE_ID,MOBILE_ID,REGION,AMOUNT
MR,1,2024-07-01 00:00:00,0A,31,IDPMMF,6540733,L,100,          ,60002061,01174921SKY35EA,,297000
MR,2,2024-07-01 00:00:00,0A,31,IDPMMF,4178369,L,100,          ,60002035,01446834SKY18B7,,297000
MR,3,2024-07-01 00:00:00,0A,31,IDPMMF,4622066,L,100,          ,60002035,01446843SKYBCE4,,297000
MR,4,2024-07-01 00:00:00,0A,31,IDPMMF,4290387,L,100,          ,60002035,01446848SKY50FD,,297000
MR,5,2024-07-01 00:00:00,0A,31,IDPMMF,4178370,L,100,          ,60002035,01446858SKY792F,,297000
MR,6,2024-07-01 00:00:00,0A,31,IDPMMF,4178368,L,100,          ,60002035,01446860SKY8139,,297000
MR,7,2024-07-01 00:00:00,0A,31,IDPMMF,4137796,L,100,          ,60002035,01446863SKY0D48,,297000
MR,8,2024-07-01 00:00:00,0A,31,IDPMMF,4290385,L,100,          ,60002035,01446867SKY1D5C,,297000
MR,9,2024-07-01 00:00:00,0A,31,IDPMMF,5314230,L,100,          ,60002035,01596080SKY73AD,,297000
MR,10,2024-07-01 00:00:00,0A,31,IDPMMF,4622062,L,100,          ,60002035,01596124SKY2489,,297000
MR,11,2024-07-01 00:00:00,0A,31,IDPMMF,4622061,L,100,          ,60002035,01596134SKY4CBB,,297000
MR,12,2024-07-01 00:00:00,0A,31,IDPMMF,6010617,L,100,          ,60002035,01613242SKYEADF,,297000
MR,13,2024-07-01 00:00:00,0A,31,IDPMMF,4950359,L,100,          ,60002035,01664178SKYADB7,,297000
MR,14,2024-07-01 00:00:00,0A,31,IDPMMF,4950358,L,100,          ,60002035,01664174SKY9DA3,,297000
MR,15,2024-07-01 00:00:00,0A,31,IDPMMF,4950353,L,100,          ,60002035,01670313SKY818A,,297000
MR,16,2024-07-01 00:00:00,0A,31,IDPMMF,4622063,L,100,          ,60002035,01670314SKY058F,,297000
