sp_id,serial_number,terminal_id,activated,sid,psn,mode,feature_options,profile_id,profile_name,profiles,IP Service Address
122693,01900968SKY9685,NULL,2023-08-16 01:43:10.283,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01900969SKY1A8A,NULL,2023-08-16 01:43:10.653,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01900970SKY9E8F,NULL,2023-08-16 01:43:10.743,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01900971SKY2294,NULL,2023-08-16 01:43:10.863,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01900972SKYA699,NULL,2023-08-16 01:43:10.947,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01900973SKY2A9E,NULL,2023-08-16 01:43:11.080,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01900974SKYAEA3,NULL,2023-08-16 01:43:11.200,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01900975SKY32A8,NULL,2023-08-16 01:43:11.337,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01901055SKY7438,NULL,2022-12-12 06:13:29.570,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01901059SKY844C,NULL,2022-11-21 05:11:39.703,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01901061SKY8C56,NULL,2022-11-30 04:48:58.273,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01901062SKY105B,NULL,NULL,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01901063SKY9460,NULL,2022-12-06 08:19:09.550,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01901064SKY1865,NULL,2023-07-24 05:59:23.623,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01901068SKY2879,NULL,2022-12-06 08:19:09.913,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01901071SKYB488,NULL,2022-12-06 08:19:09.767,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01901072SKY388D,NULL,2022-12-06 08:19:10.060,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01901073SKYBC92,NULL,2022-12-06 08:19:10.293,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01901074SKY4097,NULL,2022-12-06 08:19:09.650,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01901075SKYC49C,NULL,2022-12-06 08:19:10.390,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01901076SKY48A1,NULL,2022-12-21 01:29:22.327,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01901077SKYCCA6,NULL,2022-11-30 04:48:58.693,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01901078SKY50AB,NULL,2022-12-12 06:13:29.170,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01901079SKYD4B0,NULL,2022-11-15 08:11:01.350,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01901080SKY58B5,NULL,2022-12-06 08:19:10.163,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01901081SKYDCBA,NULL,2022-12-06 08:19:10.507,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01901082SKY60BF,NULL,2022-10-05 01:59:56.293,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902383SKY4E28,NULL,2023-10-24 07:55:05.767,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902385SKY5632,NULL,2023-11-16 10:27:29.910,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902390SKYEA4B,NULL,2023-09-14 02:43:10.590,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902391SKY6E50,NULL,2023-11-16 10:27:30.250,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902396SKY0269,NULL,2023-11-16 10:27:30.327,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902397SKY866E,NULL,2023-11-16 10:27:30.410,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902398SKY0A73,NULL,2023-11-16 10:27:30.483,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902399SKY8E78,NULL,2023-11-16 10:27:30.573,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902401SKY9682,NULL,2023-11-16 10:27:30.663,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902402SKY1A87,NULL,2023-08-30 02:49:51.193,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902403SKY9E8C,NULL,2023-08-30 02:49:51.533,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902404SKY2291,NULL,2023-02-08 00:33:33.807,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902406SKY2A9B,NULL,2023-09-14 02:43:10.940,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902407SKYAEA0,NULL,2023-08-30 02:49:51.620,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902411SKYBEB4,NULL,2023-08-30 02:49:51.703,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902412SKY42B9,NULL,2023-09-14 02:43:11.017,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902414SKY4AC3,NULL,2022-09-15 02:22:47.633,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902416SKY52CD,NULL,2023-09-14 02:43:11.100,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902418SKY5AD7,NULL,2023-08-30 02:49:51.793,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902419SKYDEDC,NULL,2023-08-30 02:49:51.897,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902420SKY62E1,NULL,2022-09-15 02:22:47.310,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902425SKYF6FA,NULL,2022-11-01 06:11:53.367,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902431SKY0F18,NULL,2022-12-06 08:19:09.170,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902433SKY1722,NULL,2022-09-15 02:22:47.923,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902441SKY374A,NULL,2022-09-15 02:22:47.790,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902442SKYBB4F,NULL,2022-11-01 06:11:54.153,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902443SKY3F54,NULL,2023-01-26 02:30:48.067,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902445SKY475E,NULL,2023-01-26 02:30:47.660,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01902448SKYD36D,NULL,2022-09-15 02:22:47.720,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01927816SKY22E5,NULL,2023-11-08 13:11:44.990,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01927973SKY19F6,NULL,2023-11-08 13:11:45.243,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01928050SKYCF77,NULL,2023-11-08 13:11:44.630,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01928257SKY8F82,NULL,2023-11-08 13:11:45.167,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,01928558SKYC963,NULL,2023-11-08 13:11:45.090,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,02004554SKY05AF,NULL,2023-11-10 08:09:11.213,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,02045600SKY7F5D,NULL,2024-08-02 01:44:43.100,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,02045603SKY0B6C,NULL,2024-08-02 01:44:40.737,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,02045607SKY1B80,NULL,2024-08-02 01:44:41.033,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,02045608SKY9F85,NULL,2024-08-02 01:44:42.587,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,02045609SKY238A,NULL,2024-08-02 01:44:42.817,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,02045610SKYA78F,NULL,2024-08-02 01:44:41.727,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,02045611SKY2B94,NULL,2024-08-02 01:44:41.590,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,02045613SKY339E,NULL,2024-06-03 08:08:25.707,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,02045614SKYB7A3,NULL,2024-08-02 01:44:42.390,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,02045615SKY3BA8,NULL,2024-07-03 08:45:27.030,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,02045616SKYBFAD,NULL,2024-08-02 01:44:43.273,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,02045617SKY43B2,NULL,2024-07-03 08:45:27.210,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,02045618SKYC7B7,NULL,2024-08-02 01:44:42.283,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,02045622SKYD7CB,NULL,2024-08-02 01:44:42.687,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,02045623SKY5BD0,NULL,2024-08-02 01:44:41.163,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,02045624SKYDFD5,NULL,2024-06-03 08:08:25.567,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
122693,02045625SKY63DA,NULL,2024-06-03 08:08:26.240,NULL,NULL,IsatData Pro,0x0000000000000002,60002035,"ORBC-Korea",1,NULL
